id,age,Sex,Occupation,Field,Working Hours,Package,Job Type,Company Type,Marital Status,Location,Cerifications,Education_level,Bonus,Allowances,OverTime Pay,Salary Per Month
8214,31,Male,Working professional,Finance,2 Hr,23 LPA,Full-Time,Scale-up (growing startup),Single,Metro,CompTIA Security+,Master's Degree,"₹20,000 - ₹50,000",None,₹200/hour,141000 Rs
8215,33,Female,Working professional,CA,8 Hr,12 LPA,Full-Time,Freelancing / Self-employed,Divorced,City,Google Cloud Professional Engineer,Bachelor's Degree,"₹5,000 - ₹20,000",Internet Allowance,₹300/hour,85000 Rs
8216,57,Male,Experienced,CA,5 Hr,30 LPA,Full-Time,Product-based Company,Single,City,Google Cloud Professional Engineer,Professional Certification,No Bonus,Travel Allowance,Compensatory Off (No extra pay),123000 Rs
8217,34,Female,Fresher,CA,1 Hr,5 LPA,Full-Time,Product-based Company,Married,Metro,AWS Certified Solutions Architect,Diploma,"₹5,000 - ₹20,000",Medical Allowance,₹200/hour,101000 Rs
8218,69,Male,Fresher,Finance,9 Hr,20 LPA,Remote,Product-based Company,Divorced,Metro,TensorFlow Developer Certificate,Professional Certification,"₹5,000 - ₹20,000",Travel Allowance,₹200/hour,91000 Rs
8219,63,Female,Experienced,IT,3 Hr,20 LPA,Hybrid,Large Enterprise,Married,Rural,CompTIA Security+,High School,"₹5,000 - ₹20,000",Internet Allowance,Compensatory Off (No extra pay),123000 Rs
8220,45,Male,Fresher,Digital marketing,10 Hr,7 LPA,Full-Time,Large Enterprise,Single,City,Cisco CCNA,Diploma,"₹5,000 - ₹20,000",Housing Allowance,₹100/hour,65000 Rs
8221,34,Female,Experienced,Digital marketing,5 Hr,28 LPA,Remote,Product-based Company,Married,City,TensorFlow Developer Certificate,PhD,"₹5,000 - ₹20,000",Internet Allowance,₹100/hour,97000 Rs
8222,53,Female,Experienced,CA,2 Hr,19 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,City,Cisco CCNA,Diploma,No Bonus,Housing Allowance,No Overtime,133000 Rs
8223,36,Female,Working professional,Finance,4 Hr,14 LPA,Remote,Contract / Temporary Employment,Single,Metro,PMP (Project Management Professional),High School,"₹5,000 - ₹20,000",Travel Allowance,Compensatory Off (No extra pay),137000 Rs
8224,50,Female,Experienced,CA,4 Hr,10 LPA,Hybrid,Product-based Company,Divorced,Metro,Google Cloud Professional Engineer,Professional Certification,No Bonus,Travel Allowance,₹300/hour,139000 Rs
8225,60,Female,Intermediate,IT,10 Hr,29 LPA,Full-Time,Scale-up (growing startup),Single,Rural,CompTIA Security+,Master's Degree,"₹5,000 - ₹20,000",Food Allowance,Compensatory Off (No extra pay),61000 Rs
8226,62,Male,Working professional,Finance,4 Hr,28 LPA,Hybrid,Startup (early-stage),Divorced,Metro,PMP (Project Management Professional),Diploma,"₹5,000 - ₹20,000",Medical Allowance,Fixed Monthly Overtime Bonus,67000 Rs
8227,21,Female,Working professional,CA,8 Hr,25 LPA,Remote,Scale-up (growing startup),Single,Rural,AWS Certified Solutions Architect,Master's Degree,"₹20,000 - ₹50,000",Housing Allowance,Fixed Monthly Overtime Bonus,87000 Rs
8228,29,Female,Intermediate,IT,6 Hr,14 LPA,Remote,Contract / Temporary Employment,Divorced,City,CFA (Chartered Financial Analyst),Diploma,No Bonus,Housing Allowance,₹100/hour,27000 Rs
8229,40,Male,Experienced,CA,9 Hr,6 LPA,Remote,Small Business / Local Firm,Married,Metro,CompTIA Security+,Master's Degree,"₹5,000 - ₹20,000",None,Fixed Monthly Overtime Bonus,37000 Rs
8230,27,Female,Experienced,Digital marketing,1 Hr,13 LPA,Hybrid,Small Business / Local Firm,Single,Rural,Google Cloud Professional Engineer,Professional Certification,"₹5,000 - ₹20,000",None,Fixed Monthly Overtime Bonus,39000 Rs
8231,33,Female,Working professional,Finance,5 Hr,10 LPA,Full-Time,Large Enterprise,Divorced,Rural,Lean Six Sigma,High School,"₹5,000 - ₹20,000",Multiple Allowances,₹200/hour,131000 Rs
8232,33,Female,Intermediate,Finance,5 Hr,26 LPA,Hybrid,Large Enterprise,Single,City,Cisco CCNA,Diploma,No Bonus,Company Car,₹200/hour,129000 Rs
8233,39,Male,Experienced,Digital marketing,6 Hr,25 LPA,Hybrid,Non-Profit / NGO,Married,City,Oracle Certified Java Programmer,Professional Certification,"₹20,000 - ₹50,000",Travel Allowance,₹200/hour,115000 Rs
8234,51,Male,Experienced,IT,3 Hr,18 LPA,Remote,Large Enterprise,Divorced,City,CompTIA Security+,Diploma,"₹20,000 - ₹50,000",Travel Allowance,₹300/hour,141000 Rs
8235,40,Female,Intermediate,Digital marketing,3 Hr,12 LPA,Hybrid,Contract / Temporary Employment,Married,Metro,Cisco CCNA,Master's Degree,"₹20,000 - ₹50,000",Medical Allowance,No Overtime,55000 Rs
8236,20,Male,Working professional,IT,1 Hr,25 LPA,Full-Time,Government Organization,Married,Rural,PMP (Project Management Professional),Bachelor's Degree,"₹5,000 - ₹20,000",Multiple Allowances,₹200/hour,125000 Rs
8237,66,Female,Fresher,Finance,3 Hr,25 LPA,Full-Time,Small Business / Local Firm,Divorced,Metro,PMP (Project Management Professional),Professional Certification,No Bonus,Internet Allowance,₹100/hour,147000 Rs
8238,45,Female,Fresher,Digital marketing,2 Hr,11 LPA,Hybrid,Large Enterprise,Single,Rural,Google Cloud Professional Engineer,Professional Certification,"₹20,000 - ₹50,000",Food Allowance,₹100/hour,149000 Rs
8239,62,Male,Intermediate,Finance,1 Hr,28 LPA,Full-Time,Contract / Temporary Employment,Single,Metro,Certified Data Scientist,Master's Degree,No Bonus,Food Allowance,₹300/hour,131000 Rs
8240,46,Male,Fresher,IT,10 Hr,14 LPA,Hybrid,Government Organization,Married,Rural,CompTIA Security+,Professional Certification,"₹5,000 - ₹20,000",Medical Allowance,₹200/hour,49000 Rs
8241,40,Male,Intermediate,IT,2 Hr,27 LPA,Remote,Mid-sized Company,Divorced,City,TensorFlow Developer Certificate,PhD,"₹20,000 - ₹50,000",Food Allowance,₹100/hour,137000 Rs
8242,55,Female,Working professional,Finance,3 Hr,21 LPA,Full-Time,Scale-up (growing startup),Divorced,Rural,Certified Data Scientist,Bachelor's Degree,"₹20,000 - ₹50,000",None,₹200/hour,27000 Rs
8243,25,Male,Intermediate,Digital marketing,4 Hr,9 LPA,Hybrid,Large Enterprise,Single,Rural,Oracle Certified Java Programmer,Professional Certification,"₹5,000 - ₹20,000",Food Allowance,₹300/hour,91000 Rs
8244,58,Male,Fresher,CA,4 Hr,11 LPA,Full-Time,Contract / Temporary Employment,Divorced,Metro,CFA (Chartered Financial Analyst),Bachelor's Degree,No Bonus,Housing Allowance,₹100/hour,127000 Rs
8245,19,Male,Fresher,Finance,9 Hr,17 LPA,Full-Time,Startup (early-stage),Single,City,Microsoft Azure Fundamentals,Master's Degree,"₹5,000 - ₹20,000",None,₹200/hour,147000 Rs
8246,45,Male,Intermediate,IT,8 Hr,25 LPA,Remote,Startup (early-stage),Divorced,Rural,Oracle Certified Java Programmer,High School,No Bonus,Company Car,₹100/hour,37000 Rs
8247,18,Female,Fresher,IT,6 Hr,13 LPA,Full-Time,Freelancing / Self-employed,Single,Rural,CFA (Chartered Financial Analyst),Master's Degree,"₹5,000 - ₹20,000",Multiple Allowances,No Overtime,127000 Rs
8248,52,Male,Working professional,Finance,6 Hr,5 LPA,Remote,Non-Profit / NGO,Divorced,Rural,CFA (Chartered Financial Analyst),Bachelor's Degree,"₹20,000 - ₹50,000",Internet Allowance,No Overtime,87000 Rs
8249,30,Female,Working professional,CA,8 Hr,8 LPA,Remote,Large Enterprise,Married,City,Google Cloud Professional Engineer,Bachelor's Degree,"₹5,000 - ₹20,000",None,₹200/hour,59000 Rs
8250,64,Male,Fresher,IT,10 Hr,27 LPA,Remote,Mid-sized Company,Single,Metro,PMP (Project Management Professional),Master's Degree,"₹5,000 - ₹20,000",Food Allowance,₹100/hour,33000 Rs
8251,27,Female,Experienced,CA,10 Hr,27 LPA,Remote,Contract / Temporary Employment,Married,City,TensorFlow Developer Certificate,PhD,"₹20,000 - ₹50,000",Travel Allowance,Compensatory Off (No extra pay),51000 Rs
8252,42,Male,Fresher,CA,2 Hr,12 LPA,Hybrid,Startup (early-stage),Divorced,Rural,Cisco CCNA,PhD,No Bonus,Company Car,Compensatory Off (No extra pay),63000 Rs
8253,25,Female,Working professional,CA,1 Hr,24 LPA,Full-Time,Outsourcing / Service-based Company,Single,Rural,Certified Data Scientist,Professional Certification,"₹20,000 - ₹50,000",Travel Allowance,₹300/hour,121000 Rs
8254,50,Male,Working professional,Finance,7 Hr,25 LPA,Remote,Big MNC (Multinational Corporation),Single,City,AWS Certified Solutions Architect,PhD,No Bonus,Travel Allowance,₹100/hour,123000 Rs
8255,42,Male,Working professional,Digital marketing,10 Hr,12 LPA,Remote,Small Business / Local Firm,Single,Rural,PMP (Project Management Professional),Master's Degree,"₹20,000 - ₹50,000",Internet Allowance,₹100/hour,109000 Rs
8256,60,Female,Working professional,Digital marketing,10 Hr,7 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Rural,TensorFlow Developer Certificate,High School,"₹20,000 - ₹50,000",Company Car,Fixed Monthly Overtime Bonus,125000 Rs
8257,40,Female,Experienced,CA,6 Hr,18 LPA,Hybrid,Freelancing / Self-employed,Married,Metro,CFA (Chartered Financial Analyst),Professional Certification,No Bonus,Medical Allowance,No Overtime,57000 Rs
8258,32,Female,Fresher,Digital marketing,2 Hr,28 LPA,Remote,Small Business / Local Firm,Divorced,Metro,CFA (Chartered Financial Analyst),Diploma,"₹5,000 - ₹20,000",Internet Allowance,₹100/hour,101000 Rs
8259,59,Male,Experienced,CA,10 Hr,14 LPA,Remote,Freelancing / Self-employed,Divorced,Rural,Oracle Certified Java Programmer,High School,"₹5,000 - ₹20,000",Internet Allowance,₹300/hour,99000 Rs
8260,41,Female,Intermediate,CA,8 Hr,15 LPA,Remote,Big MNC (Multinational Corporation),Divorced,Metro,Oracle Certified Java Programmer,PhD,"₹20,000 - ₹50,000",Food Allowance,No Overtime,99000 Rs
8261,50,Male,Intermediate,Finance,10 Hr,24 LPA,Hybrid,Government Organization,Divorced,Rural,Google Cloud Professional Engineer,Master's Degree,"₹20,000 - ₹50,000",Medical Allowance,No Overtime,135000 Rs
8262,40,Female,Fresher,Finance,9 Hr,23 LPA,Hybrid,Product-based Company,Divorced,City,CFA (Chartered Financial Analyst),High School,"₹20,000 - ₹50,000",Multiple Allowances,₹300/hour,63000 Rs
8263,20,Female,Working professional,CA,9 Hr,25 LPA,Full-Time,Contract / Temporary Employment,Married,Rural,Microsoft Azure Fundamentals,Bachelor's Degree,"₹5,000 - ₹20,000",None,No Overtime,39000 Rs
8264,36,Female,Experienced,CA,4 Hr,28 LPA,Hybrid,Government Organization,Divorced,City,Oracle Certified Java Programmer,PhD,"₹5,000 - ₹20,000",Multiple Allowances,Compensatory Off (No extra pay),77000 Rs
8265,57,Female,Fresher,Digital marketing,7 Hr,16 LPA,Hybrid,Non-Profit / NGO,Single,Metro,PMP (Project Management Professional),Master's Degree,No Bonus,Company Car,Compensatory Off (No extra pay),35000 Rs
8266,56,Male,Fresher,IT,9 Hr,15 LPA,Remote,Outsourcing / Service-based Company,Divorced,Rural,Microsoft Azure Fundamentals,Master's Degree,"₹5,000 - ₹20,000",Internet Allowance,₹100/hour,103000 Rs
8267,57,Male,Intermediate,CA,10 Hr,14 LPA,Hybrid,Mid-sized Company,Married,Metro,CFA (Chartered Financial Analyst),Master's Degree,No Bonus,Travel Allowance,No Overtime,117000 Rs
8268,19,Male,Experienced,Digital marketing,4 Hr,17 LPA,Remote,Large Enterprise,Divorced,Metro,PMP (Project Management Professional),Diploma,"₹5,000 - ₹20,000",Internet Allowance,₹300/hour,107000 Rs
8269,31,Female,Fresher,IT,1 Hr,25 LPA,Full-Time,Mid-sized Company,Divorced,Metro,CFA (Chartered Financial Analyst),Bachelor's Degree,"₹5,000 - ₹20,000",Company Car,Compensatory Off (No extra pay),119000 Rs
8270,69,Male,Working professional,IT,9 Hr,9 LPA,Full-Time,Freelancing / Self-employed,Single,City,AWS Certified Solutions Architect,High School,"₹20,000 - ₹50,000",Multiple Allowances,No Overtime,67000 Rs
8271,30,Female,Working professional,Finance,10 Hr,15 LPA,Full-Time,Non-Profit / NGO,Single,Rural,Certified Data Scientist,High School,"₹5,000 - ₹20,000",Travel Allowance,₹200/hour,77000 Rs
8272,18,Male,Experienced,Finance,2 Hr,30 LPA,Full-Time,Contract / Temporary Employment,Married,Metro,TensorFlow Developer Certificate,Diploma,No Bonus,Medical Allowance,₹100/hour,113000 Rs
8273,19,Male,Working professional,CA,3 Hr,19 LPA,Remote,Product-based Company,Married,City,PMP (Project Management Professional),Master's Degree,"₹5,000 - ₹20,000",Housing Allowance,Compensatory Off (No extra pay),73000 Rs
8274,26,Female,Experienced,Digital marketing,8 Hr,16 LPA,Hybrid,Mid-sized Company,Single,Rural,CompTIA Security+,Professional Certification,"₹5,000 - ₹20,000",Company Car,₹100/hour,89000 Rs
8275,36,Male,Working professional,IT,3 Hr,23 LPA,Remote,Freelancing / Self-employed,Divorced,Rural,Certified Data Scientist,High School,No Bonus,Internet Allowance,No Overtime,133000 Rs
8276,49,Male,Intermediate,Digital marketing,5 Hr,16 LPA,Full-Time,Mid-sized Company,Divorced,City,Google Cloud Professional Engineer,Master's Degree,"₹5,000 - ₹20,000",Company Car,Fixed Monthly Overtime Bonus,35000 Rs
8277,61,Female,Experienced,IT,8 Hr,6 LPA,Remote,Scale-up (growing startup),Single,Rural,Lean Six Sigma,Diploma,No Bonus,Internet Allowance,₹200/hour,25000 Rs
8278,19,Male,Experienced,CA,7 Hr,21 LPA,Full-Time,Large Enterprise,Married,Metro,Microsoft Azure Fundamentals,Master's Degree,"₹5,000 - ₹20,000",Food Allowance,Fixed Monthly Overtime Bonus,89000 Rs
8279,45,Female,Fresher,Finance,10 Hr,23 LPA,Hybrid,Government Organization,Divorced,Metro,Microsoft Azure Fundamentals,Master's Degree,"₹20,000 - ₹50,000",Company Car,₹100/hour,43000 Rs
8280,64,Male,Fresher,Finance,10 Hr,10 LPA,Full-Time,Contract / Temporary Employment,Divorced,Rural,Microsoft Azure Fundamentals,Master's Degree,"₹20,000 - ₹50,000",Medical Allowance,₹200/hour,125000 Rs
8281,64,Female,Intermediate,CA,4 Hr,19 LPA,Remote,Big MNC (Multinational Corporation),Single,City,TensorFlow Developer Certificate,Master's Degree,"₹20,000 - ₹50,000",Medical Allowance,₹300/hour,51000 Rs
8282,42,Male,Fresher,Digital marketing,4 Hr,24 LPA,Full-Time,Outsourcing / Service-based Company,Single,City,Lean Six Sigma,High School,"₹5,000 - ₹20,000",None,₹100/hour,91000 Rs
8283,60,Female,Intermediate,Digital marketing,8 Hr,10 LPA,Hybrid,Freelancing / Self-employed,Married,Metro,CFA (Chartered Financial Analyst),Master's Degree,"₹20,000 - ₹50,000",Multiple Allowances,Compensatory Off (No extra pay),145000 Rs
8284,59,Male,Working professional,Digital marketing,5 Hr,29 LPA,Full-Time,Consultancy Firm,Divorced,Metro,CFA (Chartered Financial Analyst),PhD,"₹20,000 - ₹50,000",None,Compensatory Off (No extra pay),61000 Rs
8285,50,Male,Intermediate,CA,3 Hr,21 LPA,Remote,Contract / Temporary Employment,Single,Metro,Lean Six Sigma,Diploma,"₹5,000 - ₹20,000",Multiple Allowances,₹200/hour,65000 Rs
8286,36,Male,Experienced,Finance,3 Hr,11 LPA,Remote,Government Organization,Single,Rural,Cisco CCNA,Master's Degree,No Bonus,Food Allowance,₹200/hour,133000 Rs
8287,23,Male,Experienced,Finance,2 Hr,15 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Metro,PMP (Project Management Professional),Bachelor's Degree,"₹20,000 - ₹50,000",Housing Allowance,₹100/hour,147000 Rs
8288,36,Female,Intermediate,IT,4 Hr,24 LPA,Full-Time,Consultancy Firm,Married,City,Google Cloud Professional Engineer,Master's Degree,"₹20,000 - ₹50,000",Food Allowance,Compensatory Off (No extra pay),125000 Rs
8289,64,Female,Working professional,Digital marketing,4 Hr,15 LPA,Full-Time,Mid-sized Company,Divorced,Metro,AWS Certified Solutions Architect,Professional Certification,No Bonus,Multiple Allowances,₹100/hour,91000 Rs
8290,45,Male,Working professional,Finance,4 Hr,9 LPA,Remote,Contract / Temporary Employment,Divorced,Metro,CFA (Chartered Financial Analyst),Professional Certification,No Bonus,Housing Allowance,₹100/hour,57000 Rs
8291,21,Male,Intermediate,IT,5 Hr,30 LPA,Full-Time,Product-based Company,Married,Metro,PMP (Project Management Professional),Diploma,"₹5,000 - ₹20,000",Medical Allowance,Compensatory Off (No extra pay),83000 Rs
8292,65,Female,Working professional,Digital marketing,3 Hr,8 LPA,Full-Time,Government Organization,Divorced,Rural,Certified Data Scientist,Bachelor's Degree,"₹20,000 - ₹50,000",Company Car,₹100/hour,135000 Rs
8293,44,Male,Intermediate,IT,6 Hr,11 LPA,Full-Time,Scale-up (growing startup),Divorced,Rural,Certified Data Scientist,Professional Certification,"₹20,000 - ₹50,000",Food Allowance,₹200/hour,139000 Rs
8294,41,Female,Intermediate,IT,10 Hr,14 LPA,Hybrid,Outsourcing / Service-based Company,Single,Rural,Certified Data Scientist,Diploma,"₹20,000 - ₹50,000",Food Allowance,₹200/hour,111000 Rs
8295,38,Male,Experienced,CA,8 Hr,17 LPA,Hybrid,Large Enterprise,Married,Rural,CompTIA Security+,Diploma,"₹20,000 - ₹50,000",Housing Allowance,No Overtime,65000 Rs
8296,34,Male,Experienced,Digital marketing,6 Hr,12 LPA,Remote,Consultancy Firm,Married,City,TensorFlow Developer Certificate,High School,No Bonus,Internet Allowance,No Overtime,147000 Rs
8297,55,Male,Fresher,IT,4 Hr,22 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Rural,CompTIA Security+,High School,"₹20,000 - ₹50,000",Internet Allowance,₹200/hour,33000 Rs
8298,31,Female,Intermediate,CA,8 Hr,29 LPA,Full-Time,Consultancy Firm,Divorced,Rural,CFA (Chartered Financial Analyst),Professional Certification,"₹5,000 - ₹20,000",Company Car,Compensatory Off (No extra pay),25000 Rs
8299,52,Male,Intermediate,Digital marketing,6 Hr,5 LPA,Hybrid,Contract / Temporary Employment,Single,Rural,CFA (Chartered Financial Analyst),Bachelor's Degree,No Bonus,Travel Allowance,₹200/hour,145000 Rs
8300,30,Male,Fresher,Finance,4 Hr,5 LPA,Hybrid,Product-based Company,Married,Rural,CFA (Chartered Financial Analyst),Professional Certification,"₹20,000 - ₹50,000",Multiple Allowances,No Overtime,61000 Rs
8301,61,Male,Experienced,CA,7 Hr,24 LPA,Hybrid,Non-Profit / NGO,Single,Rural,TensorFlow Developer Certificate,PhD,No Bonus,Food Allowance,Fixed Monthly Overtime Bonus,145000 Rs
8302,61,Female,Working professional,Finance,10 Hr,22 LPA,Full-Time,Non-Profit / NGO,Married,Rural,Lean Six Sigma,PhD,"₹5,000 - ₹20,000",None,Compensatory Off (No extra pay),77000 Rs
8303,55,Male,Intermediate,IT,5 Hr,20 LPA,Full-Time,Product-based Company,Married,Metro,Oracle Certified Java Programmer,PhD,No Bonus,Internet Allowance,No Overtime,127000 Rs
8304,45,Female,Intermediate,CA,4 Hr,26 LPA,Remote,Product-based Company,Married,Rural,Cisco CCNA,Professional Certification,"₹20,000 - ₹50,000",Internet Allowance,₹300/hour,101000 Rs
8305,24,Male,Intermediate,Digital marketing,6 Hr,22 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,City,Microsoft Azure Fundamentals,Diploma,No Bonus,Food Allowance,No Overtime,29000 Rs
8306,20,Male,Fresher,Digital marketing,10 Hr,19 LPA,Remote,Freelancing / Self-employed,Single,Rural,CompTIA Security+,Master's Degree,"₹5,000 - ₹20,000",Medical Allowance,₹200/hour,105000 Rs
